season,match_round,match_home_team,match_away_team,player_id,player_name,player_team,game_outcome,total,aflvotes
2017,1,Carlton,Richmond,11285,Kade Simpson,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11472,Marc Murphy,Carlton,Loss,3,L3
2017,1,Carlton,Richmond,11473,Dale Thomas,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11553,Bryce Gibbs,Carlton,Loss,1,L1
2017,1,Carlton,Richmond,11561,Shane Edwards,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11573,Bachar Houli,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11582,Jack Riewoldt,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11601,Shaun Grigg,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11651,Matthew Kreuzer,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11671,Trent Cotchin,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11679,Dennis Armfield,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11737,Alex Rance,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11801,Dustin Martin,Richmond,Win,3,W3
2017,1,Carlton,Richmond,11834,Simon White,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11835,David Astbury,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11857,Ben Griffiths,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11858,Taylor Hunt,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11887,Dylan Grimes,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11889,Ed Curnow,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,11892,Reece Conca,Richmond,Win,0,W0
2017,1,Carlton,Richmond,11921,Dion Prestia,Richmond,Win,2,W2
2017,1,Carlton,Richmond,11936,Matthew Wright,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12016,Josh Caddy,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12039,Brandon Ellis,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12048,Billie Smedts,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12121,Levi Casboult,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12146,Lachie Plowman,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12163,Sam Rowe,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12175,Sam Docherty,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12180,Nick Vlastuin,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12268,Sam Lloyd,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12269,Patrick Cripps,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12324,Kamdyn McIntosh,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12376,Caleb Marchbank,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12379,Toby Nankervis,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12409,Daniel Rioli,Richmond,Win,0,W0
2017,1,Carlton,Richmond,12410,Jacob Weitering,Carlton,Loss,2,L2
2017,1,Carlton,Richmond,12428,Charlie Curnow,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12440,Jason Castagna,Richmond,Win,1,W1
2017,1,Carlton,Richmond,12466,Jack Silvagni,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12495,Harrison Macreadie,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12496,Sam Petrevski-Seton,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12497,Jarrod Pickett,Carlton,Loss,0,L0
2017,1,Carlton,Richmond,12498,Dan Butler,Richmond,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11084,Robert Murphy,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11280,Matthew Boyd,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11406,Dale Morris,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11408,Travis Cloke,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11506,Scott Pendlebury,Collingwood,Loss,3,L3
2017,1,Collingwood,Western Bulldogs,11555,Travis Varcoe,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11579,Tyson Goldsack,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11596,Ben Reid,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11646,Chris Mayne,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11664,Jesse White,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11720,Matthew Suckling,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11741,Liam Picken,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11759,Steele Sidebottom,Collingwood,Loss,1,L1
2017,1,Collingwood,Western Bulldogs,11794,Easton Wood,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11862,Jarryd Blair,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11879,Stewart Crameri,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,11904,Tom Liberatore,Western Bulldogs,Win,2,W2
2017,1,Collingwood,Western Bulldogs,11973,Jeremy Howe,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,11980,Luke Dahlhaus,Western Bulldogs,Win,3,W3
2017,1,Collingwood,Western Bulldogs,11983,Alex Fasolo,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12029,Will Hoskin-Elliott,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12058,Adam Treloar,Collingwood,Loss,2,L2
2017,1,Collingwood,Western Bulldogs,12067,Jack Crisp,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12070,Taylor Adams,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12128,Jason Johannisen,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12133,Lin Jong,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12134,Fletcher Roberts,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12172,Jack Macrae,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12173,Jake Stringer,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12210,Lachie Hunter,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12223,Brodie Grundy,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12235,Shane Biggs,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12276,Tom Boyd,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12277,Marcus Bontempelli,Western Bulldogs,Win,1,W1
2017,1,Collingwood,Western Bulldogs,12316,Jackson Ramsay,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12356,Henry Schade,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12373,Toby McLean,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12380,Brayden Maynard,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12381,Darcy Moore,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12382,Caleb Daniel,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12399,Zaine Cordy,Western Bulldogs,Win,0,W0
2017,1,Collingwood,Western Bulldogs,12435,Mason Cox,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12436,Josh Smith,Collingwood,Loss,0,L0
2017,1,Collingwood,Western Bulldogs,12460,Tom Phillips,Collingwood,Loss,0,L0
2017,1,St Kilda,Melbourne,11153,Nick Riewoldt,St Kilda,Loss,3,L3
2017,1,St Kilda,Melbourne,11398,Jordan Lewis,Melbourne,Win,2,W2
2017,1,St Kilda,Melbourne,11474,Bernie Vince,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11501,Sam Gilbert,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11524,Nathan Jones,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11576,David Armitage,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11633,Nathan Brown,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11634,Jarryn Geary,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11715,Jeff Garlett,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11728,Neville Jetta,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11771,Jack Watts,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11795,Jack Steven,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11798,Shane Savage,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11828,Jake Melksham,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,11846,Dylan Roberton,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11878,Jake Carlisle,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11931,Maverick Weller,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,11972,Max Gawn,Melbourne,Win,1,W1
2017,1,St Kilda,Melbourne,12009,Tom Hickey,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12015,Tom McDonald,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12056,Jack Newnes,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12071,Josh Bruce,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12138,Sebastian Ross,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12152,Jack Viney,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12166,Nathan Wright,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12194,Jimmy Webster,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12255,Jack Billings,St Kilda,Loss,1,L1
2017,1,St Kilda,Melbourne,12256,Luke Dunstan,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12280,Christian Salem,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12307,Tim Membrey,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12325,Angus Brayshaw,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12326,Jesse Hogan,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12336,Jack Lonie,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12360,Billy Stretch,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12375,Alex Neal-Bullen,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12377,Jack Steele,St Kilda,Loss,0,L0
2017,1,St Kilda,Melbourne,12402,Oscar McDonald,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12411,Clayton Oliver,Melbourne,Win,3,W3
2017,1,St Kilda,Melbourne,12422,Jade Gresham,St Kilda,Loss,2,L2
2017,1,St Kilda,Melbourne,12433,Jayden Hunt,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12437,Christian Petracca,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12481,Sam Weideman,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12499,Mitch Hannan,Melbourne,Win,0,W0
2017,1,St Kilda,Melbourne,12500,Joel Smith,Melbourne,Win,0,W0
2017,1,Sydney,Port Adelaide,11385,Lance Franklin,Sydney,Loss,2,L2
2017,1,Sydney,Port Adelaide,11468,Paddy Ryder,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11521,Heath Grundy,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11570,Kieren Jack,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11585,Robbie Gray,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11586,Justin Westhoff,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11591,Travis Boak,Port Adelaide,Win,2,W2
2017,1,Sydney,Port Adelaide,11637,Kurt Tippett,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11644,Brad Ebert,Port Adelaide,Win,1,W1
2017,1,Sydney,Port Adelaide,11657,Nick Smith,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11677,Josh P. Kennedy,Sydney,Loss,3,L3
2017,1,Sydney,Port Adelaide,11746,Hamish Hartlett,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11784,Jeremy Laidler,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11787,Dan Hannebery,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11788,Matthew Broadbent,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11817,Jackson Trengove,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11886,Sam Reid,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,11915,Charlie Dixon,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11933,Jared Polec,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,11958,Luke Parker,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12007,Tom Jonas,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12028,Jack Hombsch,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12038,Harry Cunningham,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12053,Chad Wingard,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12074,Aaron Young,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12148,Dane Rampe,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12155,Ollie Wines,Port Adelaide,Win,3,W3
2017,1,Sydney,Port Adelaide,12244,Tom Clurey,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12270,Sam Gray,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12275,Jake Lloyd,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12294,Zak Jones,Sydney,Loss,1,L1
2017,1,Sydney,Port Adelaide,12304,Dean Towers,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12319,Sam Naismith,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12365,Karl Amon,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12367,Dan Robinson,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12417,George Hewett,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12418,Callum Mills,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12429,Darcy Byrne-Jones,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12452,Harrison Marsh,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12471,Jordan Foote,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12501,Oliver Florent,Sydney,Loss,0,L0
2017,1,Sydney,Port Adelaide,12502,Brett Eddy,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12503,Dan Houston,Port Adelaide,Win,0,W0
2017,1,Sydney,Port Adelaide,12504,Sam Powell-Pepper,Port Adelaide,Win,0,W0
2017,1,Essendon,Hawthorn,11192,Shaun Burgoyne,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11208,James Kelly,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11272,Brendon Goddard,Essendon,Win,1,W1
2017,1,Essendon,Hawthorn,11289,Jobe Watson,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11317,Brent Stanton,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11399,Jarryd Roughead,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11469,Josh Gibson,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11470,Grant Birchall,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11583,James Frawley,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11638,Cyril Rioli,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11688,Ben McEvoy,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11708,Cale Hooker,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11719,Ryan Schoenmakers,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11731,Michael Hurley,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11740,David Zaharakis,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11766,Liam Shiels,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11772,Ty Vickery,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11781,Shaun McKernan,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11827,Travis Colyer,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,11829,Ben Stratton,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11840,Ricky Henderson,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11854,Jack Gunston,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11903,Dyson Heppell,Essendon,Win,2,W2
2017,1,Essendon,Hawthorn,11947,Paul Puopolo,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11948,Isaac Smith,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11960,Luke Breust,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,11965,Josh Green,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12113,Mark Baguley,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12149,Jaeger O'Meara,Hawthorn,Loss,1,L1
2017,1,Essendon,Hawthorn,12169,Taylor Duryea,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,12201,Tom Mitchell,Hawthorn,Loss,3,L3
2017,1,Essendon,Hawthorn,12205,Joe Daniher,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12220,Will Langford,Hawthorn,Loss,2,L2
2017,1,Essendon,Hawthorn,12247,Patrick Ambrose,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12248,Martin Gleeson,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12249,Zach Merrett,Essendon,Win,3,W3
2017,1,Essendon,Hawthorn,12281,Billy Hartung,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,12308,Orazio Fantasia,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12342,James Sicily,Hawthorn,Loss,0,L0
2017,1,Essendon,Hawthorn,12358,Kyle Langford,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12413,Anthony McDonald-Tipungwuti,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12414,Darcy Parish,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12427,Michael Hartley,Essendon,Win,0,W0
2017,1,Essendon,Hawthorn,12505,Andrew McGrath,Essendon,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11170,Gary Ablett,Gold Coast,Loss,2,L2
2017,1,Gold Coast,Brisbane Lions,11455,Matt Rosa,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,11690,Stefan Martin,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11710,Pearce Hanley,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,11718,Mitch Robinson,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11725,Daniel Rich,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11734,Dayne Beams,Brisbane Lions,Win,3,W3
2017,1,Gold Coast,Brisbane Lions,11792,Tom Rockliff,Brisbane Lions,Win,1,W1
2017,1,Gold Coast,Brisbane Lions,11818,Ryan Bastinac,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11819,Michael Barlow,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,11867,Ryan Harwood,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11900,Rohan Bewick,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11901,Ryan Lester,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,11945,Steven May,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,11953,Tom J. Lynch,Gold Coast,Loss,1,L1
2017,1,Gold Coast,Brisbane Lions,11997,Rory Thompson,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12047,Aaron Hall,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12073,Jarryd Lyons,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12082,Dayne Zorko,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12086,Alex Sexton,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12120,Tom Bell,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12168,Sam Mayes,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12184,Jarrod Witts,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12242,Sean Lemmens,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12243,Jack Martin,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12253,Michael Close,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12254,Lewis Taylor,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12263,Kade Kolodjashnij,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12271,Tom Cutler,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12272,Nick Robertson,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12274,Darcy Gardiner,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12297,Daniel McStay,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12329,Touk Miller,Gold Coast,Loss,3,L3
2017,1,Gold Coast,Brisbane Lions,12330,Adam Saad,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12347,Harris Andrews,Brisbane Lions,Win,2,W2
2017,1,Gold Coast,Brisbane Lions,12371,Peter Wright,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12408,Jake Barrett,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12412,Callum Ah Chee,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12441,Ben Keays,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12457,Jesse Joyce,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12462,Eric Hipwood,Brisbane Lions,Win,0,W0
2017,1,Gold Coast,Brisbane Lions,12472,Josh Schoenfeld,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12506,Ben Ainsworth,Gold Coast,Loss,0,L0
2017,1,Gold Coast,Brisbane Lions,12507,Jack Bowes,Gold Coast,Loss,0,L0
2017,1,North Melbourne,West Coast,11095,Drew Petrie,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11200,Sam Mitchell,West Coast,Win,3,W3
2017,1,North Melbourne,West Coast,11256,Jarrad Waite,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11437,Mark LeCras,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11484,Shannon Hurn,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11492,Josh J. Kennedy,West Coast,Win,2,W2
2017,1,North Melbourne,West Coast,11497,Andrew Swallow,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11502,Shaun Higgins,North Melbourne,Loss,1,L1
2017,1,North Melbourne,West Coast,11505,Matt Priddis,West Coast,Win,1,W1
2017,1,North Melbourne,West Coast,11542,Lachlan Hansen,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11544,Lindsay Thomas,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11603,Eric Mackenzie,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11608,Josh Hill,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11642,Scott Thompson,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11645,Chris Masten,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11660,Sharrod Wellingham,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11692,Todd Goldstein,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11730,Jack Ziebell,North Melbourne,Loss,3,L3
2017,1,North Melbourne,West Coast,11782,Jack Redden,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11811,Lewis Jetta,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11813,Luke Shuey,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11848,Brad Sheppard,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11866,Robbie Tarrant,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11868,Jamie Macmillan,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11908,Jack Darling,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11909,Andrew Gaff,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11910,Shaun Atley,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,11942,Jamie Cripps,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,11961,Nathan Vardy,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,12092,Marley Williams,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12093,Elliot Yeo,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,12102,Sam Gibson,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12193,Mark Hutchings,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,12197,Nathan Hrovat,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12246,Luke McDonald,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12279,Jeremy McGovern,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,12296,Ben Brown,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12309,Kayne Turner,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12335,Jackson Nelson,West Coast,Win,0,W0
2017,1,North Melbourne,West Coast,12353,Trent Dumont,North Melbourne,Loss,2,L2
2017,1,North Melbourne,West Coast,12508,Mitchell Hibberd,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12509,Declan Mountford,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12510,Braydon Preuss,North Melbourne,Loss,0,L0
2017,1,North Melbourne,West Coast,12511,Jy Simpkin,North Melbourne,Loss,0,L0
2017,1,Adelaide,Greater Western Sydney,11207,Steve Johnson,Greater Western Sydney,Loss,0,L0
2017,1,Adelaide,Greater Western Sydney,11383,Eddie Betts,Adelaide,Win,0,W0
2017,1,Adelaide,Greater Western Sydney,11403,Ryan Griffen,Greater Western Sydney,Loss,0,L0
2017,1,Adelaide,Greater Western Sydney,11454,Heath Shaw,Greater Western Sydney,Loss,0,L0
2017,1,Adelaide,Greater Western Sydney,11537,Richard Douglas,Adelaide,Win,0,W0
2017,1,Adelaide,Greater Western Sydney,11636,David Mackay,Adelaide,Win,0,W0
