season,match_round,player_name,player_team,cc_votes
2018,18,Ben McNiece,Essendon,0
2018,18,Matt Guelfi,Essendon,0
2018,18,Michael Johnson,Fremantle,0
2018,18,David Mundy,Fremantle,0
2018,18,Michael Walters,Fremantle,0
2018,18,Brandon Matera,Fremantle,0
2018,18,Nathan Wilson,Fremantle,0
2018,18,Lachie Neale,Fremantle,0
2018,18,Bradley Hill,Fremantle,0
2018,18,Cam Sutcliffe,Fremantle,0
2018,18,Tommy Sheridan,Fremantle,0
2018,18,Cam McCarthy,Fremantle,0
2018,18,Alex Pearce,Fremantle,0
2018,18,Joel Hamling,Fremantle,0
2018,18,Ed Langdon,Fremantle,0
2018,18,Ethan Hughes,Fremantle,0
2018,18,Darcy Tucker,Fremantle,0
2018,18,Luke Ryan,Fremantle,0
2018,18,Brennan Cox,Fremantle,0
2018,18,Bailey Banfield,Fremantle,0
2018,18,Adam Cerra,Fremantle,0
2018,18,Taylin Duman,Fremantle,0
2018,18,Stefan Giro,Fremantle,0
2018,18,Scott Jones,Fremantle,0
2018,18,Tom Hawkins,Geelong,10
2018,18,Patrick Dangerfield,Geelong,5
2018,18,Tom Stewart,Geelong,4
2018,18,Gary Ablett,Geelong,0
2018,18,Joel Selwood,Geelong,0
2018,18,Lachie Henderson,Geelong,0
2018,18,Scott Selwood,Geelong,0
2018,18,Mitch Duncan,Geelong,0
2018,18,Rhys Stanley,Geelong,0
2018,18,Daniel Menzel,Geelong,0
2018,18,Cameron Guthrie,Geelong,0
2018,18,Zach Tuohy,Geelong,0
2018,18,Mark Blicavs,Geelong,0
2018,18,Jed Bews,Geelong,0
2018,18,Jake Kolodjashnij,Geelong,0
2018,18,Sam Menegola,Geelong,0
2018,18,Brandan Parfitt,Geelong,0
2018,18,Jordan Cunico,Geelong,0
2018,18,Tim Kelly,Geelong,0
2018,18,Jack Henry,Geelong,0
2018,18,Jamaine Jones,Geelong,0
2018,18,Quinton Narkle,Geelong,0
2018,18,Aaron Young,Gold Coast,8
2018,18,Rory Thompson,Gold Coast,5
2018,18,Lachie Weller,Gold Coast,5
2018,18,Steven May,Gold Coast,5
2018,18,Peter Wright,Gold Coast,3
2018,18,Alex Sexton,Gold Coast,1
2018,18,Michael Rischitelli,Gold Coast,0
2018,18,Jarrod Harbrow,Gold Coast,0
2018,18,Jarryd Lyons,Gold Coast,0
2018,18,Jarrod Witts,Gold Coast,0
2018,18,Jesse Lonergan,Gold Coast,0
2018,18,Sean Lemmens,Gold Coast,0
2018,18,Kade Kolodjashnij,Gold Coast,0
2018,18,Nick Holman,Gold Coast,0
2018,18,Touk Miller,Gold Coast,0
2018,18,Callum Ah Chee,Gold Coast,0
2018,18,Jesse Joyce,Gold Coast,0
2018,18,Will Brodie,Gold Coast,0
2018,18,Charlie Ballard,Gold Coast,0
2018,18,Brayden Crossley,Gold Coast,0
2018,18,Jacob Heron,Gold Coast,0
2018,18,Wil Powell,Gold Coast,0
2018,18,Lachie Whitfield,Greater Western Sydney,6
2018,18,Heath Shaw,Greater Western Sydney,5
2018,18,Jacob Hopper,Greater Western Sydney,5
2018,18,Josh Kelly,Greater Western Sydney,5
2018,18,Stephen Coniglio,Greater Western Sydney,5
2018,18,Dawson Simpson,Greater Western Sydney,1
2018,18,Brett Deledio,Greater Western Sydney,0
2018,18,Callan Ward,Greater Western Sydney,0
2018,18,Sam J. Reid,Greater Western Sydney,0
2018,18,Phil Davis,Greater Western Sydney,0
2018,18,Lachlan Keeffe,Greater Western Sydney,0
2018,18,Toby Greene,Greater Western Sydney,0
2018,18,Adam Kennedy,Greater Western Sydney,0
2018,18,Dylan Shiel,Greater Western Sydney,0
2018,18,Adam Tomlinson,Greater Western Sydney,0
2018,18,Matt Buntine,Greater Western Sydney,0
2018,18,Nick Haynes,Greater Western Sydney,0
2018,18,Rory Lobb,Greater Western Sydney,0
2018,18,Harry Himmelberg,Greater Western Sydney,0
2018,18,Tim Taranto,Greater Western Sydney,0
2018,18,Zac Langdon,Greater Western Sydney,0
2018,18,Brent Daniels,Greater Western Sydney,0
2018,18,Tom Mitchell,Hawthorn,10
2018,18,Luke Breust,Hawthorn,7
2018,18,Paul Puopolo,Hawthorn,7
2018,18,James Worpel,Hawthorn,4
2018,18,Ricky Henderson,Hawthorn,1
2018,18,Blake Hardwick,Hawthorn,1
2018,18,Jarryd Roughead,Hawthorn,0
2018,18,James Frawley,Hawthorn,0
2018,18,Ryan Schoenmakers,Hawthorn,0
2018,18,Brendan Whitecross,Hawthorn,0
2018,18,Liam Shiels,Hawthorn,0
2018,18,Ben Stratton,Hawthorn,0
2018,18,Jack Gunston,Hawthorn,0
2018,18,Isaac Smith,Hawthorn,0
2018,18,Jonathon Ceglar,Hawthorn,0
2018,18,Jonathan ORourke,Hawthorn,0
2018,18,Jarman Impey,Hawthorn,0
2018,18,Daniel Howe,Hawthorn,0
2018,18,Kaiden Brand,Hawthorn,0
2018,18,Ryan Burton,Hawthorn,0
2018,18,Teia Miles,Hawthorn,0
2018,18,Harry Morrison,Hawthorn,0
2018,18,Clayton Oliver,Melbourne,8
2018,18,Tom McDonald,Melbourne,2
2018,18,Christian Petracca,Melbourne,1
2018,18,Jordan Lewis,Melbourne,0
2018,18,Bernie Vince,Melbourne,0
2018,18,Nathan Jones,Melbourne,0
2018,18,Jeff Garlett,Melbourne,0
2018,18,Neville Jetta,Melbourne,0
2018,18,Jake Melksham,Melbourne,0
2018,18,Max Gawn,Melbourne,0
2018,18,Dom Tyson,Melbourne,0
2018,18,Sam Frost,Melbourne,0
2018,18,Jay Kennedy Harris,Melbourne,0
2018,18,Christian Salem,Melbourne,0
2018,18,Angus Brayshaw,Melbourne,0
2018,18,Jesse Hogan,Melbourne,0
2018,18,Alex Neal-Bullen,Melbourne,0
2018,18,James Harmes,Melbourne,0
2018,18,Oscar McDonald,Melbourne,0
2018,18,Joel Smith,Melbourne,0
2018,18,Bayley Fritsch,Melbourne,0
2018,18,Charlie Spargo,Melbourne,0
2018,18,Shaun Higgins,North Melbourne,2
2018,18,Scott Thompson,North Melbourne,0
2018,18,Todd Goldstein,North Melbourne,0
2018,18,Jack Ziebell,North Melbourne,0
2018,18,Sam Wright,North Melbourne,0
2018,18,Ben Cunnington,North Melbourne,0
2018,18,Robbie Tarrant,North Melbourne,0
2018,18,Jamie Macmillan,North Melbourne,0
2018,18,Shaun Atley,North Melbourne,0
2018,18,Marley Williams,North Melbourne,0
2018,18,Jed Anderson,North Melbourne,0
2018,18,Majak Daw,North Melbourne,0
2018,18,Nathan Hrovat,North Melbourne,0
2018,18,Luke McDonald,North Melbourne,0
2018,18,Ben Brown,North Melbourne,0
2018,18,Kayne Turner,North Melbourne,0
2018,18,Trent Dumont,North Melbourne,0
2018,18,Ryan Clarke,North Melbourne,0
2018,18,Jy Simpkin,North Melbourne,0
2018,18,Luke Davies-Uniacke,North Melbourne,0
2018,18,Paul Ahern,North Melbourne,0
2018,18,Alex Morgan,North Melbourne,0
2018,18,Jared Polec,Port Adelaide,3
2018,18,Lindsay Thomas,Port Adelaide,0
2018,18,Robbie Gray,Port Adelaide,0
2018,18,Justin Westhoff,Port Adelaide,0
2018,18,Travis Boak,Port Adelaide,0
2018,18,Brad Ebert,Port Adelaide,0
2018,18,Jack Watts,Port Adelaide,0
2018,18,Tom Rockliff,Port Adelaide,0
2018,18,Jack Trengove,Port Adelaide,0
2018,18,Jasper Pittard,Port Adelaide,0
2018,18,Charlie Dixon,Port Adelaide,0
2018,18,Jack Hombsch,Port Adelaide,0
2018,18,Chad Wingard,Port Adelaide,0
2018,18,Ollie Wines,Port Adelaide,0
2018,18,Tom Clurey,Port Adelaide,0
2018,18,Sam Gray,Port Adelaide,0
2018,18,Karl Amon,Port Adelaide,0
2018,18,Dougal Howard,Port Adelaide,0
2018,18,Darcy Byrne-Jones,Port Adelaide,0
2018,18,Dan Houston,Port Adelaide,0
2018,18,Sam Powell-Pepper,Port Adelaide,0
2018,18,Jarrod Lienert,Port Adelaide,0
2018,18,Dion Prestia,Richmond,10
2018,18,Dustin Martin,Richmond,8
2018,18,Kane Lambert,Richmond,5
2018,18,Dylan Grimes,Richmond,3
2018,18,Jack Riewoldt,Richmond,2
2018,18,Toby Nankervis,Richmond,1
2018,18,Trent Cotchin,Richmond,1
2018,18,Shane Edwards,Richmond,0
2018,18,Shaun Grigg,Richmond,0
2018,18,Alex Rance,Richmond,0
2018,18,David Astbury,Richmond,0
2018,18,Josh Caddy,Richmond,0
2018,18,Brandon Ellis,Richmond,0
2018,18,Nick Vlastuin,Richmond,0
2018,18,Kamdyn McIntosh,Richmond,0
2018,18,Connor Menadue,Richmond,0
2018,18,Daniel Rioli,Richmond,0
2018,18,Jayden Short,Richmond,0
2018,18,Jason Castagna,Richmond,0
2018,18,Nathan Broad,Richmond,0
2018,18,Callum Moore,Richmond,0
2018,18,Jack Higgins,Richmond,0
2018,18,Sam Gilbert,St Kilda,0
2018,18,David Armitage,St Kilda,0
2018,18,Jarryn Geary,St Kilda,0
2018,18,Jack Steven,St Kilda,0
2018,18,Shane Savage,St Kilda,0
2018,18,Jake Carlisle,St Kilda,0
2018,18,Maverick Weller,St Kilda,0
2018,18,Tom Hickey,St Kilda,0
2018,18,Jack Newnes,St Kilda,0
2018,18,Sebastian Ross,St Kilda,0
2018,18,Jack Billings,St Kilda,0
2018,18,Luke Dunstan,St Kilda,0
2018,18,Tim Membrey,St Kilda,0
2018,18,Jack Sinclair,St Kilda,0
2018,18,Daniel McKenzie,St Kilda,0
2018,18,Jack Steele,St Kilda,0
2018,18,Jade Gresham,St Kilda,0
2018,18,Josh Battle,St Kilda,0
2018,18,Rowan Marshall,St Kilda,0
2018,18,Hunter Clark,St Kilda,0
2018,18,Ed Phillips,St Kilda,0
2018,18,Bailey Rice,St Kilda,0
2018,18,Josh P. Kennedy,Sydney,2
2018,18,Luke Parker,Sydney,1
2018,18,Lance Franklin,Sydney,0
2018,18,Nick Smith,Sydney,0
2018,18,Harry Cunningham,Sydney,0
2018,18,Dane Rampe,Sydney,0
2018,18,Callum Sinclair,Sydney,0
2018,18,Jake Lloyd,Sydney,0
2018,18,Zak Jones,Sydney,0
2018,18,Isaac Heeney,Sydney,0
2018,18,George Hewett,Sydney,0
2018,18,Tom Papley,Sydney,0
2018,18,Aliir Aliir,Sydney,0
2018,18,Harrison Marsh,Sydney,0
2018,18,Oliver Florent,Sydney,0
2018,18,Robbie Fox,Sydney,0
2018,18,Will Hayward,Sydney,0
2018,18,Nic Newman,Sydney,0
2018,18,Ben Ronke,Sydney,0
2018,18,Tom McCartin,Sydney,0
2018,18,Colin O'Riordan,Sydney,0
2018,18,Darcy Cameron,Sydney,0
2018,18,Elliot Yeo,West Coast,10
2018,18,Andrew Gaff,West Coast,8
2018,18,Lewis Jetta,West Coast,3
2018,18,Jack Darling,West Coast,2
2018,18,Jamie Cripps,West Coast,2
2018,18,Jeremy McGovern,West Coast,2
2018,18,Mark LeCras,West Coast,0
2018,18,Shannon Hurn,West Coast,0
2018,18,Josh J. Kennedy,West Coast,0
2018,18,Will Schofield,West Coast,0
2018,18,Chris Masten,West Coast,0
2018,18,Jack Redden,West Coast,0
2018,18,Luke Shuey,West Coast,0
2018,18,Brad Sheppard,West Coast,0
2018,18,Nathan Vardy,West Coast,0
2018,18,Scott Lycett,West Coast,0
2018,18,Mark Hutchings,West Coast,0
2018,18,Dom Sheed,West Coast,0
2018,18,Liam Duggan,West Coast,0
2018,18,Tom Cole,West Coast,0
2018,18,Daniel Venables,West Coast,0
2018,18,Willie Rioli,West Coast,0
2018,18,Hayden Crozier,Western Bulldogs,3
2018,18,Dale Morris,Western Bulldogs,0
2018,18,Jackson Trengove,Western Bulldogs,0
2018,18,Jordan Roughead,Western Bulldogs,0
2018,18,Mitch Wallis,Western Bulldogs,0
2018,18,Luke Dahlhaus,Western Bulldogs,0
2018,18,Jason Johannisen,Western Bulldogs,0
2018,18,Jack Macrae,Western Bulldogs,0
2018,18,Lachie Hunter,Western Bulldogs,0
2018,18,Tom Boyd,Western Bulldogs,0
2018,18,Mitch Honeychurch,Western Bulldogs,0
2018,18,Toby McLean,Western Bulldogs,0
2018,18,Caleb Daniel,Western Bulldogs,0
2018,18,Roarke Smith,Western Bulldogs,0
2018,18,Zaine Cordy,Western Bulldogs,0
2018,18,Marcus Adams,Western Bulldogs,0
2018,18,Josh Dunkley,Western Bulldogs,0
2018,18,Josh Schache,Western Bulldogs,0
2018,18,Billy Gowers,Western Bulldogs,0
2018,18,Aaron Naughton,Western Bulldogs,0
2018,18,Ed Richards,Western Bulldogs,0
2018,18,Brad Lynch,Western Bulldogs,0
2018,19,Matt Crouch,Adelaide,3
2018,19,Wayne Milera,Adelaide,3
2018,19,Eddie Betts,Adelaide,0
2018,19,Bryce Gibbs,Adelaide,0
2018,19,Sam Jacobs,Adelaide,0
2018,19,Taylor Walker,Adelaide,0
2018,19,Kyle Cheney,Adelaide,0
2018,19,Rory Sloane,Adelaide,0
2018,19,Tom Lynch,Adelaide,0
2018,19,Daniel Talia,Adelaide,0
2018,19,Paul Seedsman,Adelaide,0
2018,19,Josh Jenkins,Adelaide,0
2018,19,Luke Brown,Adelaide,0
2018,19,Rory Laird,Adelaide,0
2018,19,Jake Kelly,Adelaide,0
2018,19,Riley Knight,Adelaide,0
2018,19,Rory Atkins,Adelaide,0
2018,19,Mitch McGovern,Adelaide,0
2018,19,Jordan Gallucci,Adelaide,0
2018,19,Hugh Greenwood,Adelaide,0
2018,19,Alex Keath,Adelaide,0
2018,19,Lachlan Murphy,Adelaide,0
2018,19,Dayne Beams,Brisbane Lions,5
2018,19,Darcy Gardiner,Brisbane Lions,1
2018,19,Luke Hodge,Brisbane Lions,0
2018,19,Stefan Martin,Brisbane Lions,0
2018,19,Mitch Robinson,Brisbane Lions,0
2018,19,Daniel Rich,Brisbane Lions,0
2018,19,Ryan Lester,Brisbane Lions,0
2018,19,Allen Christensen,Brisbane Lions,0
2018,19,Dayne Zorko,Brisbane Lions,0
2018,19,Josh Walker,Brisbane Lions,0
2018,19,Lewis Taylor,Brisbane Lions,0
2018,19,Nick Robertson,Brisbane Lions,0
2018,19,Daniel McStay,Brisbane Lions,0
2018,19,Harris Andrews,Brisbane Lions,0
2018,19,Jake Barrett,Brisbane Lions,0
2018,19,Rhys Mathieson,Brisbane Lions,0
2018,19,Eric Hipwood,Brisbane Lions,0
2018,19,Jarrod Berry,Brisbane Lions,0
2018,19,Hugh McCluggage,Brisbane Lions,0
2018,19,Alex Witherden,Brisbane Lions,0
2018,19,Cam Rayner,Brisbane Lions,0
2018,19,Oscar McInerney,Brisbane Lions,0
2018,19,Patrick Cripps,Carlton,10
2018,19,Kade Simpson,Carlton,6
2018,19,Charlie Curnow,Carlton,6
2018,19,Marc Murphy,Carlton,4
2018,19,Ed Curnow,Carlton,2
2018,19,Sam Petrevski-Seton,Carlton,1
2018,19,Darcy Lang,Carlton,1
2018,19,Dale Thomas,Carlton,0
2018,19,Matthew Lobbe,Carlton,0
2018,19,Matthew Wright,Carlton,0
2018,19,Sam Rowe,Carlton,0
2018,19,Jed Lamb,Carlton,0
2018,19,Ciaran Byrne,Carlton,0
2018,19,Caleb Marchbank,Carlton,0
2018,19,Jacob Weitering,Carlton,0
2018,19,Matthew Kennedy,Carlton,0
2018,19,Jack Silvagni,Carlton,0
2018,19,Jarrod Pickett,Carlton,0
2018,19,Cameron Polson,Carlton,0
2018,19,Harry McKay,Carlton,0
2018,19,Paddy Dow,Carlton,0
2018,19,Lochie O'Brien,Carlton,0
2018,19,Brodie Grundy,Collingwood,10
2018,19,Scott Pendlebury,Collingwood,7
2018,19,Travis Varcoe,Collingwood,0
2018,19,Chris Mayne,Collingwood,0
2018,19,Levi Greenwood,Collingwood,0
2018,19,Steele Sidebottom,Collingwood,0
2018,19,Jeremy Howe,Collingwood,0
2018,19,Will Hoskin-Elliott,Collingwood,0
2018,19,Jack Crisp,Collingwood,0
2018,19,Taylor Adams,Collingwood,0
2018,19,Josh Thomas,Collingwood,0
2018,19,Tom Langdon,Collingwood,0
2018,19,Brayden Maynard,Collingwood,0
2018,19,Darcy Moore,Collingwood,0
2018,19,Matthew Scharenberg,Collingwood,0
2018,19,Mason Cox,Collingwood,0
2018,19,Tom Phillips,Collingwood,0
2018,19,Callum L. Brown,Collingwood,0
2018,19,Josh Daicos,Collingwood,0
2018,19,Sam Murray,Collingwood,0
2018,19,Jaidyn Stephenson,Collingwood,0
2018,19,Brody Mihocek,Collingwood,0
2018,19,Michael Hurley,Essendon,9
2018,19,Dyson Heppell,Essendon,6
2018,19,Adam Saad,Essendon,6
2018,19,Devon Smith,Essendon,4
2018,19,David Myers,Essendon,3
2018,19,Anthony McDonald-Tipungwuti,Essendon,2
2018,19,Brendon Goddard,Essendon,0
2018,19,Tom Bellchambers,Essendon,0
2018,19,Cale Hooker,Essendon,0
2018,19,David Zaharakis,Essendon,0
2018,19,Matt Dea,Essendon,0
2018,19,Mitch Brown,Essendon,0
2018,19,Mark Baguley,Essendon,0
2018,19,Jake Stringer,Essendon,0
2018,19,Zach Merrett,Essendon,0
2018,19,Orazio Fantasia,Essendon,0
2018,19,Kyle Langford,Essendon,0
2018,19,Conor McKenna,Essendon,0
2018,19,Darcy Parish,Essendon,0
2018,19,Aaron Francis,Essendon,0
2018,19,Andrew McGrath,Essendon,0
2018,19,Matt Guelfi,Essendon,0
2018,19,David Mundy,Fremantle,3
2018,19,Stephen Hill,Fremantle,0
2018,19,Michael Walters,Fremantle,0
2018,19,Brandon Matera,Fremantle,0
2018,19,Nathan Wilson,Fremantle,0
2018,19,Lachie Neale,Fremantle,0
2018,19,Bradley Hill,Fremantle,0
2018,19,Cam Sutcliffe,Fremantle,0
2018,19,Tommy Sheridan,Fremantle,0
2018,19,Alex Pearce,Fremantle,0
2018,19,Joel Hamling,Fremantle,0
2018,19,Ed Langdon,Fremantle,0
2018,19,Darcy Tucker,Fremantle,0
2018,19,Luke Ryan,Fremantle,0
2018,19,Brennan Cox,Fremantle,0
2018,19,Sean Darcy,Fremantle,0
2018,19,Bailey Banfield,Fremantle,0
2018,19,Andrew Brayshaw,Fremantle,0
2018,19,Adam Cerra,Fremantle,0
2018,19,Taylin Duman,Fremantle,0
2018,19,Stefan Giro,Fremantle,0
2018,19,Scott Jones,Fremantle,0
2018,19,Tom Hawkins,Geelong,10
2018,19,Gary Ablett,Geelong,8
2018,19,Patrick Dangerfield,Geelong,3
2018,19,Mitch Duncan,Geelong,3
2018,19,Joel Selwood,Geelong,0
2018,19,Lachie Henderson,Geelong,0
2018,19,Scott Selwood,Geelong,0
2018,19,Rhys Stanley,Geelong,0
2018,19,Daniel Menzel,Geelong,0
2018,19,Cameron Guthrie,Geelong,0
2018,19,Zach Tuohy,Geelong,0
2018,19,Mark Blicavs,Geelong,0
2018,19,Jed Bews,Geelong,0
2018,19,Jake Kolodjashnij,Geelong,0
2018,19,Sam Menegola,Geelong,0
2018,19,Brandan Parfitt,Geelong,0
2018,19,Tom Stewart,Geelong,0
2018,19,Jordan Cunico,Geelong,0
2018,19,Lachie Fogarty,Geelong,0
2018,19,Tim Kelly,Geelong,0
2018,19,Jack Henry,Geelong,0
2018,19,Quinton Narkle,Geelong,0
2018,19,Michael Rischitelli,Gold Coast,0
2018,19,Jarrod Harbrow,Gold Coast,0
2018,19,David Swallow,Gold Coast,0
2018,19,Steven May,Gold Coast,0
2018,19,Rory Thompson,Gold Coast,0
2018,19,Jarryd Lyons,Gold Coast,0
2018,19,Aaron Young,Gold Coast,0
2018,19,Alex Sexton,Gold Coast,0
2018,19,Jarrod Witts,Gold Coast,0
2018,19,Jesse Lonergan,Gold Coast,0
2018,19,Sean Lemmens,Gold Coast,0
2018,19,Kade Kolodjashnij,Gold Coast,0
2018,19,Nick Holman,Gold Coast,0
2018,19,Touk Miller,Gold Coast,0
2018,19,Peter Wright,Gold Coast,0
2018,19,Lachie Weller,Gold Coast,0
2018,19,Jesse Joyce,Gold Coast,0
2018,19,Brayden Fiorini,Gold Coast,0
2018,19,Jack Bowes,Gold Coast,0
2018,19,Will Brodie,Gold Coast,0
2018,19,Jacob Heron,Gold Coast,0
2018,19,Wil Powell,Gold Coast,0
2018,19,Lachie Whitfield,Greater Western Sydney,9
2018,19,Harry Himmelberg,Greater Western Sydney,8
2018,19,Heath Shaw,Greater Western Sydney,2
2018,19,Josh Kelly,Greater Western Sydney,1
2018,19,Brett Deledio,Greater Western Sydney,0
2018,19,Callan Ward,Greater Western Sydney,0
2018,19,Sam J. Reid,Greater Western Sydney,0
2018,19,Dawson Simpson,Greater Western Sydney,0
2018,19,Phil Davis,Greater Western Sydney,0
2018,19,Stephen Coniglio,Greater Western Sydney,0
2018,19,Toby Greene,Greater Western Sydney,0
2018,19,Adam Kennedy,Greater Western Sydney,0
2018,19,Dylan Shiel,Greater Western Sydney,0
2018,19,Adam Tomlinson,Greater Western Sydney,0
2018,19,Matt Buntine,Greater Western Sydney,0
2018,19,Nick Haynes,Greater Western Sydney,0
2018,19,Rory Lobb,Greater Western Sydney,0
2018,19,Jacob Hopper,Greater Western Sydney,0
2018,19,Tim Taranto,Greater Western Sydney,0
2018,19,Zac Langdon,Greater Western Sydney,0
2018,19,Sam Taylor,Greater Western Sydney,0
2018,19,Brent Daniels,Greater Western Sydney,0
2018,19,Tom Mitchell,Hawthorn,10
2018,19,Luke Breust,Hawthorn,5
2018,19,Ben Stratton,Hawthorn,4
2018,19,Shaun Burgoyne,Hawthorn,3
2018,19,Blake Hardwick,Hawthorn,2
2018,19,Jack Gunston,Hawthorn,2
2018,19,Liam Shiels,Hawthorn,1
2018,19,Jarryd Roughead,Hawthorn,0
2018,19,James Frawley,Hawthorn,0
2018,19,Ryan Schoenmakers,Hawthorn,0
2018,19,Brendan Whitecross,Hawthorn,0
2018,19,Ricky Henderson,Hawthorn,0
2018,19,Paul Puopolo,Hawthorn,0
2018,19,Isaac Smith,Hawthorn,0
2018,19,Jaeger O'Meara,Hawthorn,0
2018,19,Jonathon Ceglar,Hawthorn,0
2018,19,Jonathan ORourke,Hawthorn,0
2018,19,Jarman Impey,Hawthorn,0
2018,19,Kaiden Brand,Hawthorn,0
2018,19,Ryan Burton,Hawthorn,0
2018,19,Teia Miles,Hawthorn,0
2018,19,James Worpel,Hawthorn,0
2018,19,Max Gawn,Melbourne,9
2018,19,Clayton Oliver,Melbourne,9
2018,19,Tom McDonald,Melbourne,3
2018,19,Jordan Lewis,Melbourne,2
2018,19,Alex Neal-Bullen,Melbourne,1
2018,19,Bernie Vince,Melbourne,0
2018,19,Nathan Jones,Melbourne,0
2018,19,Jeff Garlett,Melbourne,0
2018,19,Neville Jetta,Melbourne,0
2018,19,Jake Melksham,Melbourne,0
2018,19,Dom Tyson,Melbourne,0
2018,19,Sam Frost,Melbourne,0
2018,19,Jay Kennedy Harris,Melbourne,0
2018,19,Christian Salem,Melbourne,0
2018,19,Angus Brayshaw,Melbourne,0
2018,19,Jesse Hogan,Melbourne,0
2018,19,James Harmes,Melbourne,0
2018,19,Oscar McDonald,Melbourne,0
2018,19,Christian Petracca,Melbourne,0
2018,19,Joel Smith,Melbourne,0
2018,19,Bayley Fritsch,Melbourne,0
2018,19,Charlie Spargo,Melbourne,0
2018,19,Ben Cunnington,North Melbourne,10
2018,19,Paul Ahern,North Melbourne,8
2018,19,Majak Daw,North Melbourne,5
2018,19,Ryan Clarke,North Melbourne,3
2018,19,Todd Goldstein,North Melbourne,2
2018,19,Shaun Higgins,North Melbourne,0
2018,19,Scott Thompson,North Melbourne,0
2018,19,Jack Ziebell,North Melbourne,0
2018,19,Sam Wright,North Melbourne,0
2018,19,Robbie Tarrant,North Melbourne,0
2018,19,Jamie Macmillan,North Melbourne,0
2018,19,Shaun Atley,North Melbourne,0
2018,19,Marley Williams,North Melbourne,0
2018,19,Jed Anderson,North Melbourne,0
2018,19,Nathan Hrovat,North Melbourne,0
2018,19,Luke McDonald,North Melbourne,0
2018,19,Ben Brown,North Melbourne,0
2018,19,Kayne Turner,North Melbourne,0
2018,19,Mason Wood,North Melbourne,0
2018,19,Trent Dumont,North Melbourne,0
2018,19,Jy Simpkin,North Melbourne,0
2018,19,Will Walker,North Melbourne,0
2018,19,Charlie Dixon,Port Adelaide,10
2018,19,Jared Polec,Port Adelaide,8
2018,19,Chad Wingard,Port Adelaide,3
2018,19,Darcy Byrne-Jones,Port Adelaide,1
2018,19,Paddy Ryder,Port Adelaide,0
2018,19,Robbie Gray,Port Adelaide,0
2018,19,Justin Westhoff,Port Adelaide,0
2018,19,Travis Boak,Port Adelaide,0
2018,19,Brad Ebert,Port Adelaide,0
2018,19,Jack Watts,Port Adelaide,0
2018,19,Tom Rockliff,Port Adelaide,0
2018,19,Steven Motlop,Port Adelaide,0
2018,19,Jasper Pittard,Port Adelaide,0
2018,19,Tom Jonas,Port Adelaide,0
2018,19,Jack Hombsch,Port Adelaide,0
2018,19,Ollie Wines,Port Adelaide,0
2018,19,Tom Clurey,Port Adelaide,0
2018,19,Riley Bonner,Port Adelaide,0
2018,19,Dan Houston,Port Adelaide,0
2018,19,Sam Powell-Pepper,Port Adelaide,0
2018,19,Jarrod Lienert,Port Adelaide,0
2018,19,Kane Farrell,Port Adelaide,0
2018,19,Shane Edwards,Richmond,4
2018,19,Jack Riewoldt,Richmond,4
2018,19,David Astbury,Richmond,4
2018,19,Dion Prestia,Richmond,1
2018,19,Shaun Grigg,Richmond,0
2018,19,Trent Cotchin,Richmond,0
2018,19,Alex Rance,Richmond,0
2018,19,Dustin Martin,Richmond,0
2018,19,Dylan Grimes,Richmond,0
2018,19,Josh Caddy,Richmond,0
2018,19,Jacob Townsend,Richmond,0
2018,19,Brandon Ellis,Richmond,0
2018,19,Nick Vlastuin,Richmond,0
2018,19,Kamdyn McIntosh,Richmond,0
2018,19,Kane Lambert,Richmond,0
2018,19,Toby Nankervis,Richmond,0
2018,19,Daniel Rioli,Richmond,0
2018,19,Jayden Short,Richmond,0
2018,19,Jason Castagna,Richmond,0
2018,19,Nathan Broad,Richmond,0
2018,19,Jack Higgins,Richmond,0
2018,19,Liam Baker,Richmond,0
2018,19,Jade Gresham,St Kilda,7
2018,19,Jack Lonie,St Kilda,2
2018,19,Jack Steele,St Kilda,1
2018,19,Sam Gilbert,St Kilda,0
2018,19,Nathan Brown,St Kilda,0
2018,19,Jarryn Geary,St Kilda,0
2018,19,Jack Steven,St Kilda,0
2018,19,Shane Savage,St Kilda,0
2018,19,Jake Carlisle,St Kilda,0
2018,19,Maverick Weller,St Kilda,0
2018,19,Tom Hickey,St Kilda,0
2018,19,Jack Newnes,St Kilda,0
2018,19,Sebastian Ross,St Kilda,0
2018,19,Jack Billings,St Kilda,0
2018,19,Luke Dunstan,St Kilda,0
2018,19,Blake Acres,St Kilda,0
2018,19,Tim Membrey,St Kilda,0
2018,19,Jack Sinclair,St Kilda,0
2018,19,Daniel McKenzie,St Kilda,0
2018,19,Josh Battle,St Kilda,0
2018,19,Rowan Marshall,St Kilda,0
2018,19,Nick Coffield,St Kilda,0
2018,19,Lance Franklin,Sydney,0
2018,19,Heath Grundy,Sydney,0
2018,19,Nick Smith,Sydney,0
2018,19,Josh P. Kennedy,Sydney,0
2018,19,Luke Parker,Sydney,0
2018,19,Harry Cunningham,Sydney,0
2018,19,Dane Rampe,Sydney,0
2018,19,Callum Sinclair,Sydney,0
2018,19,Jake Lloyd,Sydney,0
2018,19,Zak Jones,Sydney,0
2018,19,Isaac Heeney,Sydney,0
2018,19,George Hewett,Sydney,0
2018,19,Tom Papley,Sydney,0
2018,19,Aliir Aliir,Sydney,0
2018,19,Oliver Florent,Sydney,0
2018,19,Robbie Fox,Sydney,0
2018,19,Will Hayward,Sydney,0
